프로그램명,신청대상,프로그램 목표,프로그램 주요내용,프로그램 분류,학부,학적,학년,창의·혁신역량,자기주도적 학습역량,지식·정보·기술 활용역량,의사소통 역량,대인관계역량,세계시민역량,프로그램 목표_키워드,프로그램 주요내용_키워드
자기소개서 작성법 왕초보반 특강,학부KFL학부,자기소개서 작성,"   주요 특강 내용
 키워드 및 경험정리를 기반으로 각 항목별 작성 노하우
 00기업 자기소개서 항목 작성법  실전편
 자기소개서의 까다로운 질문 대비법  응용편
 ",진로취업프로그램강의형,단과대학 ,전체,전체,25,25,25,25,0,0,"작성, 자기소개서","응용편, 실전편, 경험정리를, 작성법, 자기소개서의, 00기업, 작성, 대비법, 자기소개서, 항목별"
20212 현직선배와 함께하는 JOB 콘서트1110 미니 컨퍼런스 공공행정 한국장애인고용공단 한국소비자원 대한체육회,-,현직 동문선배의 생생한 직무 소개를 통해 올바른 직무 이해 및 필요역량을 파악한다,"  12차  공공행정 직무에 대한 미니 컨퍼런스 특강에 대한 사전 신청 입니다
 이런 학생들께 본 특강을 추천 합니다
  공문원 공공기관 많이 들어는 봤지만 분명한 구분을 알지 못하는 학생
 다양한 기관 세부직무에 대하여 동문 선배들로부터 생생한 이야기를 들어보고 싶은 학생
 효과적인 NCS 공부 방법을 알고 싶은 학생
 실제 현업에서 느끼는 공공기관의 업무 내용 업무강도 워라벨 업무 분위기나 환경 등이 어떠한지 궁금한 학생
 현재 공공기관 취업을 준비 중인 학생 등
 학생들의 많은 참여 바랍니다
회차별 최대 100명까지 선착순 마감이므로 해당 특강 일자 및 일시에 참여가 어려운 학생들은 가급적 신청하지 말아주시고 꼭 참석이 가능한 학생들만 참여 신청 바랍니다
또한 참여신청을 한 학생께서는 꼭 본 특강에 참석 부탁드립니다
 참석이 어려운 경우  다른 학생들에게 피해가 가지 않도록 신청자에게 진행업체인 잇다Itdaa에서 전달하는 카카오톡을 통해 수강취소를 진행하시거나
진로취업지원센터0221732144로 연락하여 취소하시기 바랍니다
참석신청이 확정된 학생들에게는 사전 안내 문자와 사전 질문을 남길 수 있는 방법을 문자 안내할 예정입니다 많은 질의 바랍니다
감사합니다
 상기일정은 상황에 따라 변경 혹은 취소될 수 있습니다
 17회차까지 1014목1025월 17시 기한 신청받고 812회차까지는 1025월113수 까지 신청 받습니다 정말 해당 차수 특강을 꼭 참여할 학생들이 신청하시기 바랍니다
 ",-,단과대학 ,전체,전체,0,50,50,0,0,0,"동문선배의, 생생한, 통해, 현직, 이해, 파악한다, 올바른, 소개를, 직무, 필요역량을","공공기관의, 공공기관, 학생들의, 공공행정, 참석신청이, 학생들에게는, 효과적인, 신청하시기, 신청하지, 상기일정은"
20212 현직선배와 함께하는 JOB 콘서트1111 재경회계 아모레퍼시픽,학부KFL학부,현직 동문선배의 생생한 직무 소개를 통해 올바른 직무 이해 및 필요역량을 파악한다,"  11차  재경회계아모레퍼시픽 특강에 대한 사전 신청 입니다
특히 이번 강연의 동문은 우리대학 현장실습 프로그램을 수료한 경험이 있습니다
학생들의 많은 참여 바랍니다
회차별 최대 100명까지 선착순 마감이므로 해당 특강 일자 및 일시에 참여가 어려운 학생들은 가급적 신청하지 말아주시고 꼭 참석이 가능한 학생들만 참여 신청 바랍니다
또한 참여신청을 한 학생께서는 꼭 본 특강에 참석 부탁드립니다
 참석이 어려운 경우  다른 학생들에게 피해가 가지 않도록 신청자에게 진행업체인 잇다Itdaa에서 전달하는 카카오톡을 통해 수강취소를 진행하시거나
진로취업지원센터0221732144로 연락하여 취소하시기 바랍니다
참석신청이 확정된 학생들에게는 사전 안내 문자와 사전 질문을 남길 수 있는 방법을 문자 안내할 예정입니다 많은 질의 바랍니다
감사합니다
 상기일정은 상황에 따라 변경 혹은 취소될 수 있습니다
 17회차까지 1014목1025월 17시 기한 신청받고 812회차까지는 1025월113수 까지 신청 받습니다 정말 해당 차수 특강을 꼭 참여할 학생들이 신청하시기 바랍니다
 ",진로취업프로그램강의형,단과대학 ,전체,전체,0,50,50,0,0,0,"동문선배의, 생생한, 통해, 현직, 이해, 파악한다, 올바른, 소개를, 직무, 필요역량을","참석신청이, 참여신청을, 신청하시기, 신청하지, 학생들의, 신청, 진행업체인, 상기일정은, 진행하시거나, 강연의"
20212 현직선배와 함께하는 JOB 콘서트1111 데이터 사이언스 하이브,학부KFL학부,현직 동문선배의 생생한 직무 소개를 통해 올바른 직무 이해 및 필요역량을 파악한다,"  10회차  데이터 사이언스데이터 분석 하이브구 빅히트 특강에 대한 사전 신청 입니다
특히 이번 강연의 동문은 前 국민은행기업금융  롯데홈쇼핑TV 및 온라인 MD 각 3년 경력이 있으며
직장생활을 하면서 동시에 독학으로 데이터 분석을 공부하여 이직한 케이스 입니다
학생들의 많은 참여 바랍니다
회차별 최대 100명까지 선착순 마감이므로 해당 특강 일자 및 일시에 참여가 어려운 학생들은 가급적 신청하지 말아주시고 꼭 참석이 가능한 학생들만 참여 신청 바랍니다
또한 참여신청을 한 학생께서는 꼭 본 특강에 참석 부탁드립니다
 참석이 어려운 경우  다른 학생들에게 피해가 가지 않도록 신청자에게 진행업체인 잇다Itdaa에서 전달하는 카카오톡을 통해 수강취소를 진행하시거나
진로취업지원센터0221732144로 연락하여 취소하시기 바랍니다
참석신청이 확정된 학생들에게는 사전 안내 문자와 사전 질문을 남길 수 있는 방법을 문자 안내할 예정입니다 많은 질의 바랍니다
감사합니다
 상기일정은 상황에 따라 변경 혹은 취소될 수 있습니다
 17회차까지 1014목1025월 17시 기한 신청받고 812회차까지는 1025월113수 까지 신청 받습니다 정말 해당 차수 특강을 꼭 참여할 학생들이 신청하시기 바랍니다
 ",진로취업프로그램강의형,단과대학 ,전체,전체,0,50,50,0,0,0,"동문선배의, 생생한, 통해, 현직, 이해, 파악한다, 올바른, 소개를, 직무, 필요역량을","참석신청이, 직장생활을, 학생들의, 강연의, 국민은행, 상기일정은, 학생들에게는, 진행업체인, 참여신청을, 신청하시기"
20212 현직선배와 함께하는 JOB 콘서트119 영업 MD 아디다스 코리아,학부KFL학부,현직 동문선배의 생생한 직무 소개를 통해 올바른 직무 이해 및 필요역량을 파악한다,"  9회차  영업MD아디다스 코리아 특강에 대한 사전 신청 입니다
학생들의 많은 참여 바랍니다
회차별 최대 100명까지 선착순 마감이므로 해당 특강 일자 및 일시에 참여가 어려운 학생들은 가급적 신청하지 말아주시고 꼭 참석이 가능한 학생들만 참여 신청 바랍니다
또한 참여신청을 한 학생께서는 꼭 본 특강에 참석 부탁드립니다
 참석이 어려운 경우  다른 학생들에게 피해가 가지 않도록 신청자에게 진행업체인 잇다Itdaa에서 전달하는 카카오톡을 통해 수강취소를 진행하시거나
진로취업지원센터0221732144로 연락하여 취소하시기 바랍니다
참석신청이 확정된 학생들에게는 사전 안내 문자와 사전 질문을 남길 수 있는 방법을 문자 안내할 예정입니다 많은 질의 바랍니다
감사합니다
 상기일정은 상황에 따라 변경 혹은 취소될 수 있습니다
 17회차까지 1014목1025월 17시 기한 신청받고 812회차까지는 1025월113수 까지 신청 받습니다 정말 해당 차수 특강을 꼭 참여할 학생들이 신청하시기 바랍니다
 ",진로취업프로그램강의형,단과대학 ,전체,전체,0,50,50,0,0,0,"동문선배의, 생생한, 통해, 현직, 이해, 파악한다, 올바른, 소개를, 직무, 필요역량을","참석신청이, 참여신청을, 학생들의, 학생들에게는, 진행하시거나, 문자와, 학생들만, 선착순, 신청, 참석이"
20212 현직선배와 함께하는 JOB 콘서트118 HR해외진출지원KOTRA,학부KFL학부,현직 동문선배의 생생한 직무 소개를 통해 올바른 직무 이해 및 필요역량을 파악한다,"  8회차  HR해외진출지원KOTRA 특강에 대한 사전 신청 입니다
학생들의 많은 참여 바랍니다
회차별 최대 100명까지 선착순 마감이므로 해당 특강 일자 및 일시에 참여가 어려운 학생들은 가급적 신청하지 말아주시고 꼭 참석이 가능한 학생들만 참여 신청 바랍니다
또한 참여신청을 한 학생께서는 꼭 본 특강에 참석 부탁드립니다
 참석이 어려운 경우  다른 학생들에게 피해가 가지 않도록 신청자에게 진행업체인 잇다Itdaa에서 전달하는 카카오톡을 통해 수강취소를 진행하시거나
진로취업지원센터0221732144로 연락하여 취소하시기 바랍니다
참석신청이 확정된 학생들에게는 사전 안내 문자와 사전 질문을 남길 수 있는 방법을 문자 안내할 예정입니다 많은 질의 바랍니다
감사합니다
 상기일정은 상황에 따라 변경 혹은 취소될 수 있습니다
 17회차까지 1014목1025월 17시 기한 신청받고 812회차까지는 1025월113수 까지 신청 받습니다 정말 해당 차수 특강을 꼭 참여할 학생들이 신청하시기 바랍니다
 ",진로취업프로그램강의형,단과대학 ,전체,전체,0,50,50,0,0,0,"동문선배의, 생생한, 통해, 현직, 이해, 파악한다, 올바른, 소개를, 직무, 필요역량을","학생들의, 참석신청이, 학생들에게는, 학생들이, 참여신청을, 신청하시기, 학생들만, 학생들은, 학생들에게, 선착순"
전지적 선배 시점 Ep03 일동제약 구매전략팀 정상협동문편,학부KFL학부,다양한 산업계에 재직 중인 2030 선배의 강연을 통해 해당 산업과 관련 진로를 탐색한다.,"진로취업지원센터에서 야심차게 준비한 NEW현직동문특강시리즈
전지적 선배 시점 Ep03 제약회사구매전략 직무
지금 현재 일동제약 구매전략팀에 재직 중이신 정상협경제10동문님을 강연자로 모셔서 구매전략 직무에 대한 A to Z를 심층적으로 분석해드립니다
해당 산업군과 직무에 관심 있는 학생분들의 많은 참여 바랍니다
 강연 일정 2021년 11월 3일 수요일 저녁 7시  9시
신청 마감 2021년 11월 2일 화요일 밤 23시 59분까지
              사전 질문 마감은 1일 월요일 오후 1시까지
 신청하신 학생들에게 당일 오후에 ZOOM 참가 코드가 발송됩니다
신청 후 사정이 생겨서 수강이 어려운 경우 반드시 취소를 해주세요 듣고싶어하는 다른 대기 학생들이 많습니다 반드시 취소해주시기 바랍니다
 문의 02 2173  2146",진로취업프로그램강의형,단과대학 ,전체,전체,0,50,25,0,25,0,"2030, 강연을, 선배의, 산업과, 통해, 관련, 중인, 진로를, 탐색한다, 재직","new현직동문특강시리즈, 학생분들의, 신청하신, 심층적으로, 정상협, 산업군과, 사정이, 신청, 전지적, 생겨서"
특교원 2021 몽골어과 몽골어 듣기 테라피  일상대화 듣기연습,몽골어과몽골어과,"듣고 이해한 내용을 분석하고, 수업의 내용을 요약하거나 자신의 이해한 내용을 말이나 글로 표현할 수 있는 능력을 키는 것이 목표이다.","몽골어 듣기 수업
몽골어로 된 일상회화를 듣고 이해 분석하는 연습을 하는 수업이다
11월 4일부터 매주 목요일 수업 진행예정
총10회 수업 예정으로 11월 4일부터 12월 30일까지 9회 정규 수업과 1회 추가 수업 예정
 
    ",진로취업프로그램강의형,단과대학 ,전체,전체,0,50,50,0,0,0,"목표이다, 내용을, 분석하고, 자신의, 이해한, 말이나, 능력을, 수업의, 키는, 표현할","수업과, 몽골어, 수업이다, 연습을, 수업, 몽골어로, 4일부터, 목요일, 11월, 분석하는"
CJ ENM MD 1116 온라인 현직자 직무 클래스,-,다양한 분야의 현직자와 함께 기업 및 직무에 대한 이해 키우기," 사전질문 제출 httpsurlkrri2n79
              ",-,단과대학 ,전체,전체,0,50,50,0,0,0,"현직자와, 기업, 키우기, 이해, 직무에, 대한, 함께, 분야의, 다양한","사전질문, 제출, ri2n79, kr, url, https"
현대모비스 해외용품팀 1118 온라인 현직자 직무 클래스,-,다양한 분야의 현직자와 함께 기업 및 직무에 대한 이해 키우기," 사전질문 제출  httpsurlkryztw5d
              ",-,단과대학 ,전체,전체,0,50,50,0,0,0,"현직자와, 기업, 키우기, 이해, 직무에, 대한, 함께, 분야의, 다양한","사전질문, 제출, yztw5d, kr, url, https"
SK텔레콤 마케팅 112 온라인 현직자 직무 클래스,학부KFL학부,다양한 분야의 현직자와 함께 기업 및 직무에 대한 이해 키우기," 사전질문 제출 httpsurlkrwbg5p6
        ",진로취업프로그램강의형,단과대학 ,전체,전체,0,50,50,0,0,0,"현직자와, 기업, 키우기, 이해, 직무에, 대한, 함께, 분야의, 다양한","사전질문, 제출, wbg5p6, kr, url, https"
포스코인터내셔널 식량사업실 114 온라인 현직자 직무 클래스,-,다양한 분야의 현직자와 함께 기업 및 직무에 대한 이해 키우기," 사전질문 제출 httpsurlkr1n3fgr
           ",-,단과대학 ,전체,전체,0,50,50,0,0,0,"현직자와, 기업, 키우기, 이해, 직무에, 대한, 함께, 분야의, 다양한","사전질문, 제출, 1n3fgr, kr, url, https"
