프로그램명,프로그램 분류,신청대상,프로그램 목표,프로그램 주요내용,학부,학적,학년,지식·정보·기술 활용역량,자기주도적 학습역량,창의·혁신역량,의사소통 역량,대인관계역량,세계시민역량,프로그램 목표_키워드,프로그램 주요내용_키워드
전략기획LG전자 온라인 직무박람회,교육특강,학부KFL학부,주요 산업의 특성 및 직무에 대한 필요역량을 현직자로부터 직접 습득하고 조기직무목표설정을 돕는다,"   사전 질문 등록 URL 
 1 재무회계 직무의 이해
httpswwwpigeonholeatHH01 질의응답

2 유통물류 직무의 이해
httpswwwpigeonholeatHH02 질의응답

3 콘텐츠기획제작 직무의 이해
httpswwwpigeonholeatHH03 질의응답

4 개인금융 직무의 이해
httpswwwpigeonholeatHH04 질의응답

5 해외영업 직무의 이해
httpswwwpigeonholeatHH05 질의응답

6 영업관리 직무의 이해
httpswwwpigeonholeatHH06 질의응답

7 마케팅 직무의 이해
httpswwwpigeonholeatHH07 질의응답

8 인사노무 직무의 이해
httpswwwpigeonholeatHH08 질의응답

9 홍보 직무의 이해
httpswwwpigeonholeatHH09 질의응답

10 전략기획 직무의 이해
httpswwwpigeonholeatHH10 질의응답
   ",단과대학 ,전체,전체,25,25,0,25,25,0,"조기직무목표설정을, 현직자로부터, 산업의, 직접, 습득하고, 특성, 돕는다, 대한, 직무에, 주요","직무의, 질의응답, 영업관리, 질문, 이해, pigeonhole, 홍보, 등록, 인사노무, 사전"
유통물류11번가 온라인 직무박람회,-,학부KFL학부,주요 산업의 특성 및 직무에 대한 필요역량을 현직자로부터 직접 습득하고 조기직무목표설정을 돕는다,"   사전 질문 등록 URL 
 1 재무회계 직무의 이해
httpswwwpigeonholeatHH01 질의응답

2 유통물류 직무의 이해
httpswwwpigeonholeatHH02 질의응답

3 콘텐츠기획제작 직무의 이해
httpswwwpigeonholeatHH03 질의응답

4 개인금융 직무의 이해
httpswwwpigeonholeatHH04 질의응답

5 해외영업 직무의 이해
httpswwwpigeonholeatHH05 질의응답

6 영업관리 직무의 이해
httpswwwpigeonholeatHH06 질의응답

7 마케팅 직무의 이해
httpswwwpigeonholeatHH07 질의응답

8 인사노무 직무의 이해
httpswwwpigeonholeatHH08 질의응답

9 홍보 직무의 이해
httpswwwpigeonholeatHH09 질의응답

10 전략기획 직무의 이해
httpswwwpigeonholeatHH10 질의응답
   ",단과대학 ,전체,전체,25,25,0,25,25,0,"조기직무목표설정을, 현직자로부터, 산업의, 직접, 습득하고, 특성, 돕는다, 대한, 직무에, 주요","직무의, 질의응답, 영업관리, 질문, 이해, pigeonhole, 홍보, 등록, 인사노무, 사전"
인사노무LG그룹 온라인 직무박람회,교육특강,학부KFL학부,주요 산업의 특성 및 직무에 대한 필요역량을 현직자로부터 직접 습득하고 조기직무목표설정을 돕는다,"   사전 질문 등록 URL 
 1 재무회계 직무의 이해
httpswwwpigeonholeatHH01 질의응답

2 유통물류 직무의 이해
httpswwwpigeonholeatHH02 질의응답

3 콘텐츠기획제작 직무의 이해
httpswwwpigeonholeatHH03 질의응답

4 개인금융 직무의 이해
httpswwwpigeonholeatHH04 질의응답

5 해외영업 직무의 이해
httpswwwpigeonholeatHH05 질의응답

6 영업관리 직무의 이해
httpswwwpigeonholeatHH06 질의응답

7 마케팅 직무의 이해
httpswwwpigeonholeatHH07 질의응답

8 인사노무 직무의 이해
httpswwwpigeonholeatHH08 질의응답

9 홍보 직무의 이해
httpswwwpigeonholeatHH09 질의응답

10 전략기획 직무의 이해
httpswwwpigeonholeatHH10 질의응답
   ",단과대학 ,전체,전체,25,25,0,25,25,0,"조기직무목표설정을, 현직자로부터, 산업의, 직접, 습득하고, 특성, 돕는다, 대한, 직무에, 주요","직무의, 질의응답, 영업관리, 질문, 이해, pigeonhole, 홍보, 등록, 인사노무, 사전"
영업관리존슨앤존슨 온라인 직무박람회,-,학부KFL학부,주요 산업의 특성 및 직무에 대한 필요역량을 현직자로부터 직접 습득하고 조기직무목표설정을 돕는다,"   사전 질문 등록 URL 
 1 재무회계 직무의 이해
httpswwwpigeonholeatHH01 질의응답

2 유통물류 직무의 이해
httpswwwpigeonholeatHH02 질의응답

3 콘텐츠기획제작 직무의 이해
httpswwwpigeonholeatHH03 질의응답

4 개인금융 직무의 이해
httpswwwpigeonholeatHH04 질의응답

5 해외영업 직무의 이해
httpswwwpigeonholeatHH05 질의응답

6 영업관리 직무의 이해
httpswwwpigeonholeatHH06 질의응답

7 마케팅 직무의 이해
httpswwwpigeonholeatHH07 질의응답

8 인사노무 직무의 이해
httpswwwpigeonholeatHH08 질의응답

9 홍보 직무의 이해
httpswwwpigeonholeatHH09 질의응답

10 전략기획 직무의 이해
httpswwwpigeonholeatHH10 질의응답
   ",단과대학 ,전체,전체,25,25,0,25,25,0,"조기직무목표설정을, 현직자로부터, 산업의, 직접, 습득하고, 특성, 돕는다, 대한, 직무에, 주요","직무의, 질의응답, 영업관리, 질문, 이해, pigeonhole, 홍보, 등록, 인사노무, 사전"
링크드인을 활용한 글로벌 취업전략 특강,교육특강,학부KFL학부,글로벌기업 대표 커리어 SNS인 링크드인을 활용한 글로벌 취업전략 및 경력관리,"필독 본 특강 신청하신 분은 특강전까지 아래 링크로 링크드인 회원 가입 반드시 해주시기 바랍니다
httpswwwlinkedincom
 ",전체,전체,전체,50,25,0,25,0,0,"sns인, 글로벌기업, 링크드인을, 경력관리, 커리어, 글로벌, 활용한, 대표, 취업전략","링크드인, 링크로, 신청하신, 바랍니다, 가입, 특강, 필독, 해주시기, 아래, 반드시"
2021 하계 금융권 취업 필기대비 특강,-,-,은행 및 금융권 필기시험 준비를 위한 종합 과정,"    교재배송에 소요되는 기간 감안하시어8월 11일수까지교재를 구입신청하여 주시기 바랍니다
 교재 구입 방법
    1 혼JOB 홈페이지wwwhonjobcokr 회원가입 및 로그인
2 다음의 한국외대 수강생 전용 페이지에 접속하여 구매
PC로 접속시 
httpwwwhonjobcokrstw452cmodeviewpage1idx512sslTypen
 Mobile로 접속시 
httpmhonjobcokrindexphpstw453cmodeviewpage1idx512
  문의처
    교재 구입 관련 문의사항이 있는 경우 0232100651로 연락 주시기 바랍니
  ",단과대학 ,전체,전체,50,50,0,0,0,0,"금융권, 은행, 종합, 과정, 필기시험, 준비를, 위한","구입신청하여, 접속하여, 문의사항이, 전용, 접속시, 수강생, 감안하시어8월, 경우, 교재배송에, 연락"
도서관 이용자교육_레포트 작성법 8월,교육특강,학부,과제수행시 계획수립에서 마무리까지의 과정에서 고려해야 할 내용을 살펴보고 A+레포트작성에 기여하고자 함.,"도서관 홈페이지를 통해 별도 신청하지 않아도 신청가능하며
교육당일 오전에 이메일과 문자로 Webex 참여URL을 발송해 드립니다
많은 신청 바랍니다
 ",단과대학 ,재학 휴학 수료 ,1학년 2학년 3학년 4학년 ,50,25,0,25,0,0,"레포트작성에, 과제수행시, 과정에서, 기여하고자, 살펴보고, 내용을, 마무리까지의, 고려해야, 계획수립에서","webex, 신청가능하며, 바랍니다, 드립니다, 이메일과, 신청하지, 교육당일, 발송해, 오전에, 참여url을"
2021 하반기 면접 맛보기_유형별 준비 방법_창의성토론역량 면접,교육특강,학부학부,대표적인 면접 전형의 유형을 이해하고 면접 전형 준비를 통해 적극적인 구직 활동 지원, ,단과대학 ,전체,3학년 4학년 5학년 6학년 ,25,25,25,25,0,0,"전형의, 유형을, 전형, 적극적인, 면접, 대표적인, 이해하고, 통해, 활동, 구직",
2021 하반기 면접 맛보기_유형별 준비 방법_인성 및 PT면접,교육특강,학부학부,대표적인 면접 전형의 유형을 이해하고 면접 전형 준비를 통해 적극적인 구직 활동 지원, ,단과대학 ,전체,3학년 4학년 5학년 6학년 ,0,25,25,25,25,0,"전형의, 유형을, 전형, 적극적인, 면접, 대표적인, 이해하고, 통해, 활동, 구직",
방학엔 틈틈검사  여름 편II 심리검사패키지 프로그램,워크숍,학부KFL학부,"학기 중에는 시간을 내기 어려웠던 심리검사를 방학을 맞아 주제별 패키지로 실시해 보고, 전문가와의 일대일 해석상담을 통하여 자신을 깊이 있게 이해할 수 있다.", ,단과대학 ,재학 휴학 수료 비재학 ,전체,25,50,25,0,0,0,"전문가와의, 실시해, 이해할, 시간을, 통하여, 방학을, 일대일, 해석상담을, 자신을, 심리검사를",
교원임용특강  교육학 논술 학습 전략,-,학부KFL학부,교원임용특강 - 교육학 논술 학습 전략,프랑스어교육과와 독일어교육과 학생중 2022학년도 중등교원임용시험에 응시를 준비하고 있는 학생들 대상으로 일반 교육학 논술 학습 전략에 대한 특강 진행,단과대학 ,재학 수료 ,4학년 5학년 6학년 ,50,50,0,0,0,0,"교원임용특강, 교육학, 학습, 논술, 전략","프랑스어교육과와, 중등교원임용시험에, 독일어교육과, 2022학년도, 학생중, 진행, 준비하고, 대상으로, 응시를, 교육학"
2021년 9차 학습법특강공모전 Project Based Learning,교육특강,학부KFL학부,교외 공모전 연계 Project Based Learning을 통해 취업 역량을 증진할 수 있도록 함.,"2021학년도 하계방학 집중휴무 주간 20210726월0730금 동안 신청하는 학생들은
20210802월에 순차적으로 eclass에 등록해드리도록 하겠습니다 
  HUFSAbility에서 신청한 학생들에 한해 관리자가 eclass에 해당 강좌 수강생으로 등록하여 온라인 강좌를 수강할 수 있습니다 
HUFSAbility 신청 후 eclass에 등록되기까지 최대 2일정도 소요됩니다 
  ",단과대학 ,전체,전체,25,50,25,0,0,0,"learning을, 증진할, project, 공모전, 통해, based, 있도록, 연계, 역량을, 교외","hufsability에서, 신청한, 순차적으로, 등록하여, 수강생으로, 신청, 등록해드리도록, 집중휴무, 2일정도, hufsability"
2021년 8차 학습법특강인공지능AI기술이 바꾸는 비즈니스의 미래,교육특강,학부KFL학부,"인공지능(AI) 및 인공지능(AI)기술 활용에 관해 쉽게 접근하고 이해할 수 있도록 하며, 기업의 비즈니스 변화에 대한 이해를 통해 직업에 대한 방향을 설정하는데 도움을 주고자 함","2021학년도 하계방학 집중휴무 주간 20210726월0730금 동안 신청하는 학생들은
20210802월에 순차적으로 eclass에 등록해드리도록 하겠습니다 
  HUFSAbility에서 신청한 학생들에 한해 관리자가 eclass에 해당 강좌 수강생으로 등록하여 온라인 강좌를 수강할 수 있습니다 
HUFSAbility 신청 후 eclass에 등록되기까지 최대 2일정도 소요됩니다 
  ",단과대학 ,전체,전체,25,25,25,0,25,0,"인공지능, 설정하는데, 비즈니스, 기업의, 이해할, 접근하고, 이해를, 대한, 기술, 직업에","hufsability에서, 신청한, 순차적으로, 등록하여, 수강생으로, 신청, 등록해드리도록, 집중휴무, 2일정도, hufsability"
2021 하계 영문 커버레터 작성 비대면 워크숍,-,-,영문 커버레터 작성 역량 제고,"1 영문 커버레터 작성 기본 강의와 직무 맞춤형 실전 연습으로 구성된 워크숍
2 신청자 협조사항 프로그램 신청자들 대상 사전 설문조사를 진행하므로 직무 맞춤형 워크숍 진행을 위해 필히 설문 참여 바랍니다",-,-,-,50,0,0,50,0,0,"커버레터, 작성, 영문, 제고, 역량","연습으로, 협조사항, 진행하므로, 신청자, 신청자들, 워크숍, 진행을, 강의와, 설문조사를, 영문"
831 나만의 습관레시피 만들기온라인긍정습관 설계 프로그램,-,학부KFL학부,"방학기간 동안 나만의 습관을 만들고 실천하면서 걸림돌을 점검하고, 서로 함께 응원하는 과정을 통해 슬기로운 방학생활을 보낼 수 있다.", ,단과대학 ,전체,전체,0,50,25,0,25,0,"방학생활을, 실천하면서, 방학기간, 응원하는, 과정을, 만들고, 슬기로운, 습관을, 점검하고, 나만의",
817 나만의 습관레시피 만들기온라인긍정습관 설계 프로그램,워크숍,학부KFL학부,"방학기간 동안 나만의 습관을 만들고 실천하면서 걸림돌을 점검하고, 서로 함께 응원하는 과정을 통해 슬기로운 방학생활을 보낼 수 있다.", ,단과대학 ,전체,전체,0,50,25,0,25,0,"방학생활을, 실천하면서, 방학기간, 응원하는, 과정을, 만들고, 슬기로운, 습관을, 점검하고, 나만의",
810 나만의 습관레시피 만들기온라인긍정습관 설계 프로그램,워크숍,학부KFL학부,"방학기간 동안 나만의 습관을 만들고 실천하면서 걸림돌을 점검하고, 서로 함께 응원하는 과정을 통해 슬기로운 방학생활을 보낼 수 있다.", ,단과대학 ,전체,전체,0,50,25,0,25,0,"방학생활을, 실천하면서, 방학기간, 응원하는, 과정을, 만들고, 슬기로운, 습관을, 점검하고, 나만의",
824 나만의 습관레시피 만들기온라인긍정습관 설계 프로그램,워크숍,학부KFL학부,"방학기간 동안 나만의 습관을 만들고 실천하면서 걸림돌을 점검하고, 서로 함께 응원하는 과정을 통해 슬기로운 방학생활을 보낼 수 있다.", ,단과대학 ,전체,전체,0,50,25,0,25,0,"방학생활을, 실천하면서, 방학기간, 응원하는, 과정을, 만들고, 슬기로운, 습관을, 점검하고, 나만의",
83 나만의 습관레시피 만들기온라인긍정습관 설계 프로그램,워크숍,학부KFL학부,"방학기간 동안 나만의 습관을 만들고 실천하면서 걸림돌을 점검하고, 서로 함께 응원하는 과정을 통해 슬기로운 방학생활을 보낼 수 있다.", ,단과대학 ,전체,전체,0,50,25,0,25,0,"방학생활을, 실천하면서, 방학기간, 응원하는, 과정을, 만들고, 슬기로운, 습관을, 점검하고, 나만의",
2021 하계 영문 이력서 및 커버레터 작성 비대면 워크숍,-,학부,영문 이력서 및 커버레터 작성 역량 제고,"1 영문 이력서 및 커버레터 작성 기본 강의와 직무 맞춤형 실전 연습으로 구성된 워크숍
2 신청자 유의사항 영문 이력서 워크숍은 720 721 중 하루만 신청동일 특강을 이틀에 걸쳐 진행해주세요 이력서와 커버레터 워크숍 모두 신청원하는 분은 영문커버레터 워크숍은 별도 공지사항을 통해 신청바랍니다
3 신청자 협조사항 프로그램 신청자들 대상 사전 설문조사를 진행하므로 직무 맞춤형 워크숍 진행을 위해 필히 설문 참여 바랍니다",단과대학 ,전체,3학년 4학년 5학년 6학년 ,25,25,0,50,0,0,"커버레터, 이력서, 작성, 영문, 제고, 역량","영문커버레터, 유의사항, 공지사항을, 진행하므로, 연습으로, 신청, 워크숍은, 이력서와, 신청자들, 협조사항"
밤 명상 프로그램 호 해줘요 그대 밤에,워크숍,학부,명상과 일기쓰기를 통해 하루를 마무리하며 나를 위안하는 시간 가지기,  진행 일시 확인 후 신청해주시기를 바랍니다,단과대학 ,재학 ,전체,25,50,25,0,0,0,"일기쓰기를, 명상과, 가지기, 마무리하며, 통해, 시간, 하루를, 나를, 위안하는","신청해주시기를, 바랍니다, 진행, 확인, 일시"
